Year January February March April May June July August September October November December Total
1971 5 5 5 5 5 5 5 5 5 5 5 5 60
1972 6 6 6 6 6 6 6 6 6 6 6 6 72
1973 6 6 6 6 6 6 6 6 6 6 6 6 72
1974 6 6 6 6 6 6 6 6 6 6 6 6 72
1975 6 6 6 6 6 6 6 6 6 6 6 6 72
1976 1 1 1 1 1 1 1 1 1 1 1 1 12
1977 1 1 1 1 1 1 1 1 1 1 1 1 12
1978 1 1 1 1 1 1 1 1 1 1 1 1 12
1979 2 2 2 2 2 2 2 2 2 2 2 2 24
1980 2 2 2 2 2 2 2 2 2 2 2 2 24
1981 2 2 2 2 2 2 2 2 2 2 2 2 24
1982 2 2 2 2 2 2 2 2 2 2 2 2 24
1983 1 1 1 1 1 1 1 1 1 1 1 1 12
1984 2 2 2 2 2 2 2 2 2 2 2 2 24
1985 0 0 0 0 0 0 0 0 0 0 0 0 0
1986 1 1 1 1 1 1 1 1 1 1 1 1 12
1987 1 1 1 1 1 1 1 1 1 1 1 1 12
1988 2 2 2 2 2 2 2 2 2 2 2 2 24
1989 3 3 3 3 3 3 3 3 3 3 3 3 36
1990 4 4 4 4 4 4 4 4 4 4 4 4 48
1991 4 4 4 4 4 4 4 4 4 4 4 4 48
1992 4 4 4 4 4 4 4 4 4 4 4 4 48
1993 4 4 4 4 4 4 4 4 4 4 4 4 48
1994 4 4 4 4 4 4 4 4 4 4 4 4 48
1995 4 4 4 4 4 4 4 4 4 4 4 4 48
1996 3 3 3 3 3 3 3 3 3 3 3 3 36
1997 2 2 2 2 2 2 2 2 2 2 2 2 24
1998 1 1 1 1 1 1 1 1 1 1 1 1 12
1999 1 1 1 1 1 1 1 1 1 1 1 1 12
2000 0 0 0 0 0 0 0 0 0 0 0 0 0
2001 0 0 0 0 0 0 0 0 0 0 0 0 0
2002 0 0 0 0 0 0 0 0 0 0 0 0 0
2003 0 0 0 0 0 0 0 0 0 0 0 0 0
2004 0 0 0 0 0 0 0 0 0 0 0 0 0
2005 0 0 0 0 0 0 0 0 0 0 0 0 0
2006 0 0 0 0 0 0 0 0 0 0 0 0 0
2007 0 0 0 0 0 0 0 0 0 0 0 0 0
2008 0 0 0 0 0 0 0 0 0 0 0 0 0
2009 0 0 0 0 0 0 0 0 0 0 0 0 0
2010 0 0 0 0 0 0 0 0 0 0 0 0 0
2011 0 0 0 0 0 0 0 0 0 0 0 0 0
2012 0 0 0 0 0 0 0 0 0 0 0 0 0
2013 0 0 0 0 0 0 0 0 0 0 0 0 0
2014 0 0 0 0 0 0 0 0 0 0 0 0 0
2015 0 0 0 0 0 0 0 0 0 0 0 0 0
2016 0 0 0 0 0 0 0 0 0 0 0 0 0
2017 0 0 0 0 0 0 0 0 0 0 0 0 0
2018 0 0 0 0 0 0 0 0 0 0 0 0 0
2019 0 0 0 0 0 0 0 0 0 0 0 0 0
2020 0 0 0 0 0 0 0 0 0 0 0 0 0
2021 0 0 0 0 0 0 0 0 0 0 0 0 0
2022 0 0 0 0 0 0 0 0 0 0 0 0 0
2023 0 0 0 0 0 0 0 0 0 0 0 0 0
2024 0 0 0 0 0 0 0 0 0 0 0 0 0
