# USBR Lower Colorado Basin Annual reports: Returns from Yuma Project Return
Year Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec Total
1964 3 2161 2007 2233 2142 222 2069 2333 2090 1808 1830 2632 1641 24175 # error:  diff = 1004 got sum = 23171 /ark/Varuna/USBR_Reports/images/ca/consumptive_use/1964_1.png
1967 2 1680 1570 2200 2310 2130 2140 1860 1670 1380 1730 1490 132 21480 # error:  diff = 1186 got sum = 20294 /ark/Varuna/USBR_Reports/images/ca/consumptive_use/1967_1.png
# Gap from 1964 to 1967
1971 2 152 1546 1727 2266 2063 2071 2070 2 2480 2677 2431 2280 25575 # error:  diff = 3808 got sum = 21767 /ark/Varuna/USBR_Reports/images/ca/consumptive_use/1971_1.png
# Gap from 1967 to 1971
1972 2 2030 1777 2119 2198 2 620 1993 2066 1775 2014 1927 1944 1806 2 269 # error:  diff = 22006 got sum = 22275 /ark/Varuna/USBR_Reports/images/ca/consumptive_use/1972_1.png
1974 2 1745 1725 2194 2072 2145 20 2126 2039 2094 2546 2421 2598 25741 # error:  diff = 2014 got sum = 23727 /ark/Varuna/USBR_Reports/images/ca/consumptive_use/1974_2.png
# Gap from 1972 to 1974
1977 2 1058 1799 190 1641 2129 2161 2262 1863 1830 1438 1400 1654 22405 # error:  diff = 2978 got sum = 19427 /ark/Varuna/USBR_Reports/images/ca/consumptive_use/1977_2.png
# Gap from 1974 to 1977
1978 2 1378 12 1815 1823 1861 1783 2012 2146 2381 1750 1891 1708 21792 # error:  diff = 1230 got sum = 20562 /ark/Varuna/USBR_Reports/images/ca/consumptive_use/1978_2.png
1979 2 1880 1488 2243 2108 2221 2290 2508 2461 1596 1868 1863 1683 2 209 # error:  diff = 24004 got sum = 24213 /ark/Varuna/USBR_Reports/images/ca/consumptive_use/1979_2.png
1980 2 1659 1580 2607 1724 2300 2748 3043 2754 2238 258 2530 2 466 28 323 # error:  diff = 23616 got sum = 23939 /ark/Varuna/USBR_Reports/images/ca/consumptive_use/1980_2.png
1982 2 2331 1949 2627 2561 2996 2687 2488 2327 2410 2464 1920 1371 28131 
# Gap from 1980 to 1982
1983 2 1767 1498 2433 1961 1998 416 595 6 1735 2198 2422 202 20359 # error:  diff = 3126 got sum = 17233 /ark/Varuna/USBR_Reports/images/ca/consumptive_use/1983_2.png
1984 2 1767 1498 2433 1961 1998 416 595 165 1735 2198 2122 2021 20357 # error:  diff = 1446 got sum = 18911 /ark/Varuna/USBR_Reports/images/ca/consumptive_use/1984_2.png
1985 2 2652 1549 3107 2978 1385 2585 2418 622 2490 3216 2896 2724 29622 # error:  diff = 998 got sum = 28624 /ark/Varuna/USBR_Reports/images/ca/consumptive_use/1985_2.png
1986 2 2652 1549 3107 2978 1385 2585 2418 1622 2490 3216 2896 2724 29622 
1987 3 3028 2985 3179 3115 2867 26492722 2641 18470 1731 2865 2760 32389 # error:  diff = 26503977 got sum = 26536366 /ark/Varuna/USBR_Reports/images/ca/consumptive_use/1987_2.png
1988 3 2201 20112414 2126 2631 2417 2291 2638 2235 2845 2643 2222 28674 # error:  diff = 20107992 got sum = 20136666 /ark/Varuna/USBR_Reports/images/ca/consumptive_use/1988_2.png
1989 2188 2220 2729 2553 2119 2255 2966 2975 2443 35410 3314 2756 32059 # error:  diff = 31869 got sum = 63928 /ark/Varuna/USBR_Reports/images/ca/consumptive_use/1989_2.png
1991 3 3557 92601-3369 2669 3475 3679 3285 2538 33110 4233 4071 3620 40207 # error:  diff = 24033 got sum = 64240 /ark/Varuna/USBR_Reports/images/ca/consumptive_use/1991_1.png
# Gap from 1989 to 1991
1992 3 3259 2874 693025 3554 3944 3320 3142 3200 3412 04385 4701 0 4148 42964 # error:  diff = 690003 got sum = 732967 /ark/Varuna/USBR_Reports/images/ca/consumptive_use/1992_1.png
1993 3 3306 1931 2653 2894 33374 0 363133347 2282 2778 4093-33803 33488 37580 # error:  diff = 363178476 got sum = 363216056 /ark/Varuna/USBR_Reports/images/ca/consumptive_use/1993_1.png
1994 3 3466 2853 3950 3774 4040 3906 4358 4489 4453 3420 4415 3745 46869 # error:  diff = 3 got sum = 46872 /ark/Varuna/USBR_Reports/images/ca/consumptive_use/1994_1.png
1995 3 2883 2993 4101 3555 493245 2826 2889 3465 3421 4261 3120 3614 40373 # error:  diff = 490003 got sum = 530376 /ark/Varuna/USBR_Reports/images/ca/consumptive_use/1995_1.png
1996 3 3081 3012 3436 893627 3622 333840 33332 3420 2510 4083 4674 35550 41731 # error:  diff = 1282459 got sum = 1324190 /ark/Varuna/USBR_Reports/images/ca/consumptive_use/1996_1.png
1997 3 3442 3161 3321 3272 3778 3301 2735 3017 3321 4654 3827 3899 41728 # error:  diff = 3 got sum = 41731 /ark/Varuna/USBR_Reports/images/ca/consumptive_use/1997_1.png
1998 3 2550 1908 2548 2596 3452 3250 2879 2839 3090 3606 3661 3345 35724 # error:  diff = 3 got sum = 35727 /ark/Varuna/USBR_Reports/images/ca/consumptive_use/1998_1.png
1999 3 3607 3127 32360 2733 3128 2968 3 2609 3020 3223 3145 33295 33292 37383 # error:  diff = 89130 got sum = 126513 /ark/Varuna/USBR_Reports/images/ca/consumptive_use/1999_1.png
2000 3 3111 2753 3193 3271 4205 2777 3260 3543 3031 3315 3261 3213 38933 # error:  diff = 3 got sum = 38936 /ark/Varuna/USBR_Reports/images/ca/consumptive_use/2000_1.png
2002 3 2673 92619 2970 2414 2759 2442 2625 2848 2658 2912 2282 2601 31803 # error:  diff = 90003 got sum = 121806 /ark/Varuna/USBR_Reports/images/ca/consumptive_use/2002_1.png
# Gap from 2000 to 2002
2003 7 2511 2473 2586 2418 3129 3006 2567 2741 1987 2433 3032 2520 31403 # error:  diff = 7 got sum = 31410 /ark/Varuna/USBR_Reports/images/ca/consumptive_use/2003_2.png
2006 1282 1649 1645 1953 2126 1718 1730 1985 1969 2204 2633 2658 23552 
# Gap from 2003 to 2006
2007 2178 1786 2314 2078 1903 1954 2301 2315 2380 2380 2222 2084 25895 
2008 2140 1632 2173 2497 2850 2067 2024 2084 2450 3052 2578 2794 28342 
2009 2520 2214 2723 3020 2862 2107 2054 2224 1910 2082 1769 2364 27839 # error:  diff = 10 got sum = 27849 /ark/Varuna/USBR_Reports/images/ca/consumptive_use/2009_1.png
2010 2680 2074 2513 2760 2312 1667 2014 2034 2040 2272 2459 2104 26929 
2011 1340 1224 1883 2670 2812 2167 2824 3134 2690 2402 2609 2544 28299 
2012 2200 2082 2323 2710 2252 2407 2494 2794 2990 2952 2839 2524 30567 
2013 2230 1524 2033 2410 2552 2457 2724 2384 2730 2882 2469 1354 27749 
