# USBR Lower Colorado Basin Annual reports: Mohave Valley Consumptive Us
Year Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec Total
# Diversion data, no CU data until 2003
1969 466 432 763 1567 1339 1450 1916 1457 1810 737 595 423 12955
1970 513 662 478 1711 1659 1572 1851 1791 1696 1033 445 347 13758
1971 418 676 903 1669 1356 1417 1905 1289 1209 934 596 293 12665
1972 316 547 728 1350 1059 1822 2017 1523 2660 886 497 449 13854
1973 247 462 1112 2138 2747 2534 2807 2877 2322 1435 514 460 19655
1974 462 743 1544 2556 2015 2136 1953 2164 4600 2632 817 281 21903
1975 99 181 892 1919 1405 3080 2630 4103 2930 1056 132 379 18806
1976 413 267 752 1221 1101 2360 3013 2734 1348 592 534 263 14598
1977 247 659 1175 3236 2456 3287 5115 4438 2436 722 739 426 24936
1978 188 287 790 2112 2145 2858 3947 3451 1931 698 491 177 19075
1979 501 913 1267 3356 2840 2982 3033 2972 1561 1134 827 1375 22761
1980 495 669 1677 3323 3138 3391 4295 4061 2664 1451 940 654 26758
1981 1260 1287 2608 3152 3440 4152 3822 6103 3006 1003 904 276 31013
1982 496 948 2533 3252 3899 4380 4206 4993 3093 1800 771 369 30740
1983 984 1097 1970 2678 3197 2803 3820 3699 2873 1229 1265 567 26182
1984 903 1094 2147 2379 2843 3046 3173 2907 2237 1707 745 315 23496
1985 374 685 1284 2322 2871 2306 3197 2868 1787 1234 811 474 20213
1986 894 951 1395 1921 1806 2851 3464 2394 1915 1103 837 555 20086
1987 776 788 1742 1797 2274 2956 3452 3559 2466 1343 762 601 22516
1988 531 1145 2116 2153 2897 3964 4125 3845 3399 2057 1246 1384 28862
1989 737 1420 3152 2843 3345 4171 5291 4586 3921 2255 1838 1757 35316
1990 1158 1985 2705 3395 2885 4590 4338 4977 3319 2204 1609 1894 35059
1991 1032 1586 2057 3546 4036 4894 5756 5672 3908 2495 2083 1485 38550
1992 976 989 1780 3718 3471 4888 5840 5585 3151 2531 1586 1204 35719
1993 473 603 2699 3319 4203 5028 6010 5273 3425 2979 1783 1825 37620
1994 1626 1799 3546 3483 3996 5823 6733 5900 3824 2652 1809 1237 42428
1995 349 1268 3140 2815 3568 5053 7061 5892 3811 2289 1767 1385 38398
1996 1739 2192 3726 4179 4397 5853 6227 6032 4472 3276 2120 1580 45793
1997 1099 2301 4168 4515 4487 5713 6082 5466 2793 2896 2016 1064 42600
1998 1283 289 2611 2077 2779 4476 5453 4881 3179 2375 1397 868 31668
1999 1498 1517 3577 2934 3322 4648 4102 5036 2815 2429 1789 1314 34981
2000 1561 1631 2764 3580 4580 4582 5491 4029 2652 2893 2070 1599 37432
2001 919 1493 3185 2917 4605 5289 5391 4601 3843 2740 1562 324 36869
2002 1651 1715 2822 3225 3710 4634 4413 4175 4213 2369 1732 1111 35770
# No Consumptive Use data before here, only diversion
2003 1288 844 948 1798 2059 2093 2401 2000 2059 1835 750 737 18812 
2004 1063 838 1804 2279 2373 2884 2783 2203 1750 949 348 583 19857 
2005 226 116 951 2088 2134 3042 1893 1557 2306 1032 837 1273 17455
2006 571 1076 1314 1771 1751 3556 2238 1900 2185 1263 1063 851 19539
2007 700 1237 1471 2190 1875 1986 1994 2123 2445 1216 1061 856 19154
2008 522 1286 2171 2375 2233 2708 1907 1706 2277 1124 1009 710 20028
2009 480 839 1011 1402 1567 1806 2185 2049 1777 1373 723 481 15693
2010 282 343 968 1324 1486 1758 1864 1982 1294 1083 923 733 14040 
2011 609 440 921 1179 1221 2320 1892 1813 1816 1760 1583 1586 17140 
2012 530 542 967 1048 1282 1312 1264 1401 1313 873 715 217 11464 
2013 436 283 1223 1180 1859 2002 2043 1513 762 1317 886 655 14159 
2014 1049 990 1408 1878 2241 2442 2000 1935 1648 1444 1205 371 18611 
2015 752 984 1392 1658 1742 2153 1858 2187 1933 902 867 551 16979 
2016 696 1071 1734 1320 2120 2653 2417 2201 1904 1322 1085 755 19278 
2017 528 614 1339 1699 1812 1920 2324 2189 1483 1683 1001 759 17351 
2018 357 955 1455 2124 2185 2389 2459 3051 2028 1353 1402 414 20172 
2019 674 544 1126 1933 2148 2652 2577 2306 1889 1401 504 222 17976 
2020 688 819 474 1479 1636 1681 1809 1584 1557 1105 776 499 14107 
2021 878 728 798 1310 1360 1251 1204 1408 1183 774 459 441 11794 
