# USBR Lower Colorado Basin Annual reports: Fort Yuma Consumptive Us
Year Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec Total
2006 31 25 29 62 64 66 59 16 55 105 65 41 617 
2007 40 31 44 71 117 73 159 67 68 52 76 23 821
2008 39 65 97 104 61 32 13 8 8 8 4 1 440
2009 19 23 31 34 41 49 54 51 40 34 24 24 423
2010 12 10 19 29 41 47 55 48 35 21 15 9 341
2011 23 22 46 76 101 112 116 105 70 45 22 19 757 
2012 18 18 37 94 139 180 129 129 82 52 66 21 966 
2013 33 29 70 151 169 191 134 129 133 60 48 26 1171 
2014 37 42 92 131 157 185 158 157 111 64 57 27 1218 
2015 40 86 130 91 74 106 80 110 110 71 80 39 1017 
2016 71 78 110 127 76 110 100 138 111 125 58 23 1127 
2017 21 22 101 135 113 149 135 96 132 149 42 39 1134 
2018 36 21 126 154 93 177 102 128 157 46 51 24 1115 
2019 32 21 102 66 86 176 242 127 108 95 61 18 1134 
2020 37 19 88 80 209 163 136 181 205 207 139 43 1507 
2021 28 56 176 283 200 170 203 168 181 68 71 49 1653 
