# USBR Lower Colorado Basin Annual reports: Lake Havasu City Diversion
Year Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec Total
1995 706 721 887 1048 1221 1406 1539 1628 1446 1325 1002 876 13805 
# Gap from 1963 to 1995
1996 882 834 991 1179 1404 1556 1565 1586 1344 1276 986 863 14466 
1997 907 830 1076 1105 1436 1487 1626 1504 1290 1253 973 1525 15012 
1998 1457 656 933 1059 1309 1379 1599 1507 1055 1304 816 723 13797 
2007 1149 1025 1107 1138 1141 1500 1632 1794 1523 1459 1270 1113 15851 
# Gap from 1998 to 2007
2008 1105 1030 1211 1348 1500 1643 1926 1815 1605 1563 1175 1052 16973 
2009 1068 907 1191 1205 1528 1477 4734 1605 1451 1437 1417 966 15683 # error:  diff = 3303 got sum = 18986 /ark/Varuna/USBR_Reports/images/az/consumptive_use/2009_2.png
2010 879 800 898 1008 1173 1291 1409 1458 1301 1107 920 781 13025 
2011 817 740 922 952 1138 1221 1334 1504 1194 1187 865 804 12678 
2012 849 832 969 1004 1237 1329 1310 1237 1220 1113 962 821 12883 
2013 813 765 970 1031 1228 1314 1320 1294 1134 1089 915 825 12698 
2014 813 825 952 1012 1138 1184 1314 1193 1103 1080 919 793 12326 
2015 792 728 857 908 991 1104 1184 1206 1147 1001 862 806 11586 
2016 741 794 1013 965 1093 1298 1340 1220 1101 1049 904 814 12332 
2017 734 706 895 942 1039 1170 1329 1251 1189 1158 1132 892 12437 
2018 859 803 922 1008 1138 1205 1263 1327 1220 1040 921 837 12543 
2019 815 714 877 961 1006 1140 1274 1313 1133 1105 878 722 11938 
2020 784 758 784 898 1182 1103 1127 1167 1100 1315 1259 993 12470 
2021 778 627 942 1021 1063 1406 1326 1357 1229 1211 1023 935 12918 
