# USBR Lower Colorado Basin Annual reports: Fort Mojave Indian Consumptive Us
Year Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec Total
1996 5 4 7 8 10 12 13 12 10 8 6 6 100
1997 117 94 160 173 211 256 280 269 211 177 126 124 2200  # Start diversion data
1998 211 106 230 298 303 305 231 241 154 129 107 90 2406
1999 261 209 356 385 470 571 623 599 471 394 280 276 4894
2000 64 51 87 94 115 139 152 146 115 96 68 65 1192 # Hotel and Golf Course
2000 50 163 48 619 591 660 887 927 379 457 475 0 5256 # Wells
2001 170 216 295 431 638 683 541 482 421 233 226 185 4521
2002 183 298 340 410 439 657 534 522 435 298 260 142 4518  # End diversion data
2003 147 137 198 258 353 421 334 303 300 212 135 115 2911 
2004 111 138 189 204 249 302 330 318 249 209 148 146 2593 
2005 66 105 207 359 496 527 486 452 385 208 222 92 3605 
2006 66 222 190 354 395 564 439 541 210 253 66 66 3366 
2007 76 284 226 400 441 206 160 197 368 132 263 107 2860 
2008 139 237 258 526 592 636 425 364 302 122 88 82 3771 
2009 53 35 525 261 295 574 553 492 180 145 89 50 3252 
2010 51 232 236 90 190 498 626 567 51 151 87 55 2834
2011 56 176 241 106 379 607 658 449 76 167 153 107 3175 
2012 126 165 135 210 365 413 421 393 493 145 215 47 3128 
2013 68 214 250 248 445 539 424 534 271 275 95 62 3425 
2014 70 123 341 291 307 275 391 200 46 358 70 122 2594 
2015 141 226 296 366 312 303 289 391 258 255 197 103 3137 
2016 117 145 379 222 395 421 427 421 279 288 148 107 3349 
2017 64 100 217 206 415 434 457 531 232 212 163 80 3111 
2018 124 225 259 274 397 442 302 505 348 255 208 77 3416 
2019 87 86 202 339 455 429 307 525 365 169 40 18 3022 
2020 17 97 19 210 487 402 294 362 460 153 98 53 2652 
2021 61 149 131 354 438 393 281 418 350 236 130 98 3039 
