Year January February March April May June July August September October November December Total
1971 304237 313594 441998 453006 435416 442409 468059 420780 389618 388374 312165 280934 4650590
1972 354073 328179 451042 462205 468027 425843 480921 452584 416067 305661 282598 262186 4689386
1973 324349 244003 359281 486200 493365 444398 469251 454010 453117 410091 317335 284995 4740395
1974 241598 304837 427268 516140 505236 467875 509239 515152 468188 389947 252788 254361 4852629
1975 281632 282886 398280 422583 488795 405400 432325 445348 407093 368372 251302 236440 4420456
1976 260106 224439 441875 422949 462704 421054 467633 487699 292349 293675 191004 227155 4192642
1977 216393 317421 430902 477492 458520 460815 542754 401151 354774 337148 294997 265221 4557588
1978 144310 228086 355047 448627 404208 399371 442374 441830 384862 298742 231922 197170 3976549
1979 149688 231416 349449 484614 453537 423529 451232 438157 402302 338832 255562 245407 4223725
1980 204074 152393 344433 468551 413827 410716 469584 495585 408940 351101 248228 227285 4194717
1981 198878 268689 359583 475182 432404 407730 473946 428257 387425 309151 215591 194048 4150884
1982 218504 243670 314798 449114 424626 373675 419391 399992 275847 283673 193649 136458 3733397
1983 253837 145156 264368 399833 390465 369179 440282 369291 352305 332034 284346 220653 3821749
1984 255729 289664 414848 461792 441902 403063 403792 402456 376218 357699 269489 179191 4255843
1985 211789 267027 389779 475774 458380 419248 443932 471497 364781 338273 269477 182408 4292365
1986 255686 258545 405227 452984 456914 422829 427371 415312 385020 312364 272776 252698 4317726
1987 271860 285688 375462 456243 441011 425747 455171 454795 395736 329819 234350 250454 4376336
1988 261527 260589 418125 424866 459582 425873 464479 445070 385819 352328 304639 276686 4479583
1989 219635 295569 430744 487364 454701 423601 471383 438800 394965 385452 290463 277583 4570260
1990 258863 293055 405185 458453 493201 446220 485024 448548 386453 365553 310830 287459 4638844
1991 237075 294326 318747 467301 495639 452472 487768 449257 374483 389064 305029 197717 4468878
1992 237785 217400 296813 408339 453686 424984 454147 369332 334253 357158 303920 218039 4075856
1993 141796 176380 374182 484215 467767 444774 460847 445366 383448 378126 262391 275849 4295141
1994 281002 245118 402173 498731 468848 473377 499901 467576 403446 389580 299130 245499 4674381
1995 171231 236454 404329 423945 440407 465842 502254 483512 398695 370268 264534 230181 4391652
1996 269639 296366 436127 502388 477946 453019 485244 451928 383329 384769 302864 274742 4718361
1997 247852 303715 447415 496604 485080 471743 510037 480599 359655 369502 316943 246029 4735174
1998 279946 189562 385038 419105 444205 444803 522433 461256 396632 378915 306771 283473 4512139
1999 262647 257820 411923 445466 488109 469855 457888 437998 391720 397430 319273 294726 4634855
2000 287052 301216 422377 489860 506075 468667 493965 445733 398980 369888 303133 268709 4755655
2001 236950 277477 342796 470796 511106 473340 501546 473188 406638 385412 319318 266943 4665510
2002 272721 307470 412282 464799 495515 470069 517958 478693 399589 327685 313551 261753 4722085
2003 235032 142896 374160 446358 413402 374835 414352 378800 345602 344954 253882 234544 3958817
2004 213446 212079 346291 393364 427398 416635 405894 370341 320047 258436 251606 221379 3836916
2005 109442 138099 304423 422588 448305 449649 467645 381756 379042 327845 303492 204580 3936866
2006 213525 230995 298347 391007 436876 416387 439060 411217 344119 287744 211323 190826 3871426
2007 221018 254158 326299 411664 447805 418988 435932 414797 360656 274131 198580 157459 3921487
2008 209957 260163 371072 449977 450471 415758 438581 387693 334042 316641 240594 180166 4055115
2009 261822 233092 406935 435393 410067 372976 399001 370389 330515 270576 284763 235133 4010662
2010 193834 177254 350011 356867 436820 393697 440276 409561 392389 330501 317117 232750 4031077
2011 213244 174974 374133 422995 435307 425973 468518 425132 360000 276329 191610 155907 3924122
2012 223942 250422 338029 466479 473868 438779 431234 377920 342529 288919 205220 146680 3984021
2013 209397 176836 374167 416657 432336 419467 399480 351841 313366 368057 258264 250308 3970176
2014 252071 227864 370822 420921 450635 419879 437250 366687 334201 340407 290995 236556 4148288
2015 253309 237363 349014 415425 381347 400567 398914 399761 356628 372980 317292 272656 4155256
2016 226394 229703 383777 384998 422581 414410 391190 358456 325577 333824 282702 234823 3988435
2017 159473 173733 306273 355025 376291 385651 371070 338276 295610 335212 287212 281848 3665674
2018 170667 200326 317922 396408 431123 418415 408425 395620 342466 328412 271999 170931 3852714
2019 202809 169958 269494 344526 400810 383426 394877 382135 315555 275377 162381 138382 3439730
2020 148983 163748 210590 327699 431430 418165 407086 361073 334790 332781 274645 248869 3659859
2021 184776 167348 374968 419035 444099 416331 405728 374103 337840 336935 273172 250374 3984709
2022 246894 195299 387139 426322 450349 423366 399107 348134 300269 320606 284569 252634 4034688
2023 156949 163832 304320 340063 407768 380293 352476 276373 274732 275463 225892 206953 3365114
2024 151655 160156 281147 358930 423036 403099 374874 285273 257733 361334 285652 245193 3588082
